playerID,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,class
wilsoha01,1923,1934,1461,244,1063,NULL,NULL,NULL,NULL,8,1
wilsoji01,1923,1940,1358,32,621,NULL,NULL,NULL,NULL,2,0
wilsoju99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
wilsowi02,1976,1994,2207,41,585,NULL,NULL,NULL,NULL,3,0
winfida01,1973,1995,3110,465,1833,NULL,NULL,NULL,NULL,20,1
winnra01,1998,2010,1759,110,662,NULL,NULL,NULL,NULL,NULL,0
wiseri01,1964,1982,130,15,66,455,3227,804,1647,NULL,0
wittbo01,1986,2001,9,1,5,397,2493,1375,1955,NULL,0
wittmi01,1981,1993,0,0,0,299,2066,713,1373,NULL,0
wittwh01,1916,1926,1195,18,302,NULL,NULL,NULL,NULL,NULL,0
womacto01,1993,2006,1353,36,368,NULL,NULL,NULL,NULL,NULL,0
woodjo02,1908,1922,553,23,325,158,1138,421,989,3,0
woodwi01,1961,1978,27,0,13,297,2582,724,1411,3,0
worreto01,1985,1997,2,0,0,0,608,247,628,3,0
wrighge01,1871,1882,867,11,330,0,6,0,12,NULL,0
wrighgl01,1924,1935,1219,94,723,NULL,NULL,NULL,NULL,3,0
wyattwh01,1929,1945,133,7,69,210,1684,642,872,5,0
wynnea01,1939,1963,365,17,173,612,4291,1775,2334,4,1
wynnji01,1963,1977,1665,291,964,NULL,NULL,NULL,NULL,2,0
yastrca01,1961,1983,3419,452,1844,NULL,NULL,NULL,NULL,16,1
yeagest01,1972,1986,816,102,410,NULL,NULL,NULL,NULL,1,0
yerkest02,1909,1916,676,6,254,NULL,NULL,NULL,NULL,NULL,0
yorkru01,1934,1948,1621,277,1152,NULL,NULL,NULL,NULL,5,0
youngcy01,1890,1911,623,18,290,815,7092,1217,2803,3,1
younger01,1992,2006,1731,79,543,NULL,NULL,NULL,NULL,2,0
youngpe01,1933,1945,645,32,347,NULL,NULL,NULL,NULL,NULL,0
youngro01,1917,1926,1491,42,592,NULL,NULL,NULL,NULL,5,1
yountro01,1974,1993,3142,251,1406,NULL,NULL,NULL,NULL,12,1
zachato01,1918,1936,254,6,112,409,3580,914,720,NULL,0
zachrpa01,1976,1985,36,0,6,154,1147,495,669,1,0
zahnge01,1973,1985,6,0,1,270,1978,526,705,1,0
zeileto01,1989,2004,2004,253,1110,0,5,2,1,NULL,0
zimmech01,1884,1903,1224,26,625,NULL,NULL,NULL,NULL,NULL,0
ziskri01,1971,1983,1477,207,792,NULL,NULL,NULL,NULL,2,0
